번호,지연일자,노선,지연시간대,최대지연시간
1140,2024-03-19,4호선 (상행선),첫차~09시,10분
1141,2024-03-19,3호선 (하행선),첫차~09시,15분
1142,2024-03-19,3호선 (상행선),첫차~09시,10분
1143,2024-03-20,1호선 (하행선),첫차~09시,5분
1144,2024-03-20,1호선 (상행선),첫차~09시,5분
1145,2024-03-20,2호선 (외선),첫차~09시,5분
1146,2024-03-20,3호선 (상행선),첫차~09시,10분
1147,2024-03-20,4호선 (하행선),첫차~09시,15분
1148,2024-03-20,4호선 (상행선),첫차~09시,10분
1149,2024-03-20,3호선 (하행선),첫차~09시,10분
1150,2024-03-20,5호선 (방화행),09시~18시,5분
1151,2024-03-20,5호선 (마천행),09시~18시,10분
1152,2024-03-20,5호선 (상일동행),09시~18시,10분
1153,2024-03-21,1호선 (상행선),첫차~09시,5분
1154,2024-03-21,1호선 (하행선),첫차~09시,15분
1155,2024-03-21,2호선 (내선),첫차~09시,5분
1156,2024-03-21,2호선 (외선),첫차~09시,10분
1157,2024-03-21,5호선 (마천행),첫차~09시,10분
1158,2024-03-21,5호선 (상일동행),첫차~09시,10분
1159,2024-03-21,5호선 (방화행),09시~18시,5분
1160,2024-03-22,2호선 (외선),첫차~09시,5분
1161,2024-03-22,3호선 (상행선),첫차~09시,5분
1162,2024-03-22,3호선 (하행선),첫차~09시,10분
1163,2024-03-22,4호선 (상행선),첫차~09시,5분
1164,2024-03-22,4호선 (하행선),첫차~09시,10분
1165,2024-03-23,7호선 (부천구청행),09시~18시,10분
1166,2024-03-25,1호선 (하행선),첫차~09시,10분
1167,2024-03-25,1호선 (상행선),첫차~09시,10분
1168,2024-03-25,3호선 (하행선),첫차~09시,30분 이상
1169,2024-03-25,3호선 (상행선),첫차~09시,30분 이상
1170,2024-03-25,4호선 (상행선),첫차~09시,10분
1171,2024-03-25,4호선 (하행선),첫차~09시,10분
1172,2024-03-24,5호선 (마천행),첫차~09시,10분
1173,2024-03-25,2호선 (내선),첫차~09시,5분
1174,2024-03-25,4호선 (하행선),18시~막차,10분
1175,2024-03-25,4호선 (상행선),18시~막차,10분
1176,2024-03-26,3호선 (상행선),첫차~09시,10분
1177,2024-03-26,3호선 (하행선),첫차~09시,15분
1178,2024-03-26,4호선 (상행선),첫차~09시,10분
1179,2024-03-26,4호선 (하행선),첫차~09시,15분
1180,2024-03-26,1호선 (하행선),첫차~09시,15분
1181,2024-03-26,7호선 (장암행),첫차~09시,5분
1182,2024-03-25,3호선 (하행선),09시~18시,25분
1183,2024-03-26,3호선 (상행선),09시~18시,25분
1184,2024-03-25,3호선 (상행선),09시~18시,25분
1185,2024-03-27,4호선 (상행선),첫차~09시,10분
1186,2024-03-27,3호선 (하행선),첫차~09시,10분
1187,2024-03-27,3호선 (상행선),첫차~09시,10분
1188,2024-03-27,4호선 (하행선),첫차~09시,10분
1189,2024-03-28,2호선 (외선),첫차~09시,10분
1190,2024-03-28,1호선 (하행선),첫차~09시,10분
1191,2024-03-28,1호선 (상행선),첫차~09시,5분
1192,2024-03-28,4호선 (상행선),첫차~09시,20분
1193,2024-03-28,3호선 (하행선),첫차~09시,20분
1194,2024-03-28,3호선 (상행선),첫차~09시,5분
1195,2024-03-28,4호선 (하행선),첫차~09시,20분
1196,2024-03-28,2호선 (내선),첫차~09시,5분
1197,2024-03-28,4호선 (하행선),09시~18시,20분
1198,2024-03-28,4호선 (상행선),09시~18시,25분
1199,2024-03-28,1호선 (상행선),09시~18시,10분
1200,2024-03-28,2호선 (외선),09시~18시,5분
1201,2024-03-28,1호선 (하행선),09시~18시,10분
1202,2024-03-28,2호선 (내선),18시~막차,5분
1203,2024-03-28,1호선 (하행선),18시~막차,5분
1204,2024-03-28,1호선 (상행선),18시~막차,5분
1205,2024-03-28,2호선 (외선),18시~막차,10분
1206,2024-03-29,2호선 (외선),첫차~09시,5분
1207,2024-03-20,2호선 (외선),18시~막차,10분
1208,2024-03-29,2호선 (내선),09시~18시,5분
1209,2024-03-29,2호선 (외선),09시~18시,15분
1210,2024-03-29,1호선 (하행선),09시~18시,10분
1211,2024-03-29,1호선 (상행선),09시~18시,10분
1212,2024-03-29,2호선 (외선),18시~막차,25분
1213,2024-03-29,2호선 (내선),18시~막차,20분
1214,2024-03-29,1호선 (상행선),18시~막차,20분
1215,2024-03-29,1호선 (하행선),18시~막차,10분
1216,2024-03-30,3호선 (하행선),첫차~09시,5분
1217,2024-03-30,4호선 (상행선),첫차~09시,5분
1218,2024-03-30,4호선 (하행선),첫차~09시,5분
1219,2024-03-30,3호선 (상행선),첫차~09시,5분
1220,2024-03-31,7호선 (부천구청행),첫차~09시,5분
1221,2024-03-31,7호선 (온수행),첫차~09시,5분
1222,2024-03-31,7호선 (부천구청행),09시~18시,5분
1223,2024-03-31,7호선 (온수행),09시~18시,5분
1224,2024-03-31,7호선 (장암행),첫차~09시,5분
1225,2024-04-01,1호선 (하행선),첫차~09시,5분
1226,2024-04-01,2호선 (외선),첫차~09시,5분
1227,2024-04-01,3호선 (상행선),첫차~09시,10분
1228,2024-04-01,4호선 (하행선),첫차~09시,10분
1229,2024-04-01,4호선 (상행선),첫차~09시,10분
1230,2024-04-01,3호선 (하행선),첫차~09시,10분
1231,2024-04-01,5호선 (방화행),첫차~09시,5분
1232,2024-04-02,2호선 (외선),첫차~09시,5분
1233,2024-04-02,1호선 (상행선),첫차~09시,10분
1234,2024-04-02,1호선 (하행선),첫차~09시,10분
1235,2024-04-02,1호선 (하행선),09시~18시,10분
1236,2024-04-02,1호선 (상행선),09시~18시,10분
1237,2024-04-02,2호선 (외선),09시~18시,15분
1238,2024-04-02,2호선 (내선),09시~18시,10분
1239,2024-04-03,1호선 (하행선),첫차~09시,10분
1240,2024-04-03,1호선 (상행선),첫차~09시,10분
1241,2024-04-03,4호선 (하행선),첫차~09시,10분
1242,2024-04-03,4호선 (상행선),첫차~09시,10분
1243,2024-04-03,3호선 (상행선),첫차~09시,5분
1244,2024-04-03,3호선 (하행선),첫차~09시,10분
1245,2024-04-03,1호선 (상행선),09시~18시,10분
1246,2024-04-04,2호선 (외선),첫차~09시,5분
1247,2024-04-04,1호선 (하행선),첫차~09시,5분
1248,2024-04-04,1호선 (상행선),첫차~09시,10분
1249,2024-04-04,7호선 (부천구청행),09시~18시,10분
1250,2024-04-04,7호선 (온수행),09시~18시,10분
1251,2024-04-04,7호선 (장암행),09시~18시,10분
1252,2024-04-04,3호선 (하행선),첫차~09시,10분
1253,2024-04-04,3호선 (상행선),첫차~09시,5분
1254,2024-04-04,4호선 (하행선),첫차~09시,10분
1255,2024-04-04,4호선 (상행선),첫차~09시,5분
1256,2024-04-02,7호선 (온수행),09시~18시,5분
1257,2024-04-04,1호선 (하행선),09시~18시,5분
1258,2024-04-04,1호선 (상행선),09시~18시,5분
1259,2024-04-04,2호선 (외선),09시~18시,5분
1260,2024-04-04,2호선 (내선),09시~18시,5분
1261,2024-04-04,2호선 (외선),18시~막차,10분
1262,2024-04-04,2호선 (내선),18시~막차,5분
1263,2024-04-05,1호선 (상행선),첫차~09시,5분
1264,2024-04-05,2호선 (외선),첫차~09시,5분
1265,2024-04-05,3호선 (하행선),첫차~09시,10분
1266,2024-04-05,3호선 (상행선),첫차~09시,5분
1267,2024-04-05,4호선 (하행선),첫차~09시,10분
1268,2024-04-05,4호선 (상행선),첫차~09시,10분
1269,2024-04-05,1호선 (상행선),09시~18시,10분
1270,2024-04-05,2호선 (외선),09시~18시,15분
1271,2024-04-05,2호선 (내선),09시~18시,10분
1272,2024-04-05,1호선 (하행선),09시~18시,5분
1273,2024-04-05,2호선 (외선),18시~막차,20분
1274,2024-04-05,2호선 (내선),18시~막차,10분
1275,2024-04-05,1호선 (하행선),18시~막차,10분
1276,2024-04-05,1호선 (상행선),18시~막차,10분
1277,2024-04-06,4호선 (상행선),첫차~09시,5분
1278,2024-04-06,3호선 (하행선),첫차~09시,5분
1279,2024-04-06,3호선 (상행선),첫차~09시,5분
1280,2024-04-06,4호선 (하행선),첫차~09시,5분
1281,2024-04-06,2호선 (외선),09시~18시,15분
1282,2024-04-06,2호선 (내선),09시~18시,5분
1283,2024-04-06,1호선 (하행선),09시~18시,10분
1284,2024-04-06,1호선 (상행선),09시~18시,10분
1285,2024-04-08,4호선 (상행선),첫차~09시,10분
1286,2024-04-08,3호선 (하행선),첫차~09시,5분
1287,2024-04-08,3호선 (상행선),첫차~09시,5분
1288,2024-04-08,4호선 (하행선),첫차~09시,10분
1289,2024-04-08,5호선 (방화행),18시~막차,5분
1290,2024-04-08,2호선 (외선),18시~막차,5분
1291,2024-04-09,2호선 (외선),첫차~09시,5분
1292,2024-04-09,1호선 (하행선),첫차~09시,10분
1293,2024-04-09,1호선 (상행선),첫차~09시,10분
1294,2024-04-09,3호선 (상행선),첫차~09시,5분
1295,2024-04-09,4호선 (하행선),첫차~09시,10분
1296,2024-04-09,4호선 (상행선),첫차~09시,10분
1297,2024-04-09,3호선 (하행선),첫차~09시,5분
1298,2024-04-09,2호선 (외선),09시~18시,10분
1299,2024-04-09,2호선 (내선),09시~18시,5분
1300,2024-04-09,1호선 (하행선),09시~18시,15분
1301,2024-04-09,1호선 (상행선),09시~18시,5분
1302,2024-04-09,2호선 (외선),18시~막차,20분
1303,2024-04-09,2호선 (내선),18시~막차,10분
1304,2024-04-09,1호선 (하행선),18시~막차,5분
1305,2024-04-09,1호선 (상행선),18시~막차,5분
1306,2024-04-10,1호선 (하행선),09시~18시,5분
1307,2024-04-10,1호선 (상행선),09시~18시,5분
1308,2024-04-10,2호선 (외선),09시~18시,10분
1309,2024-04-10,2호선 (내선),09시~18시,5분
1310,2024-04-11,1호선 (상행선),첫차~09시,10분
1311,2024-04-11,2호선 (외선),첫차~09시,5분
1312,2024-04-11,1호선 (하행선),첫차~09시,10분
1313,2024-04-11,4호선 (하행선),첫차~09시,10분
1314,2024-04-11,3호선 (상행선),첫차~09시,5분
1315,2024-04-11,3호선 (하행선),첫차~09시,10분
1316,2024-04-11,4호선 (상행선),첫차~09시,10분
1317,2024-04-09,5호선 (상일동행),첫차~09시,5분
1318,2024-04-09,5호선 (마천행),첫차~09시,10분
1319,2024-04-09,5호선 (방화행),첫차~09시,5분
1320,2024-04-09,5호선 (방화행),09시~18시,5분
1321,2024-04-12,4호선 (하행선),첫차~09시,15분
1322,2024-04-12,4호선 (상행선),첫차~09시,5분
1323,2024-04-12,3호선 (하행선),첫차~09시,10분
1324,2024-04-12,3호선 (상행선),첫차~09시,10분
1325,2024-04-12,2호선 (외선),18시~막차,5분
1326,2024-04-13,1호선 (하행선),첫차~09시,5분
1327,2024-04-13,1호선 (상행선),09시~18시,5분
1328,2024-04-13,1호선 (상행선),18시~막차,5분
1329,2024-04-13,1호선 (하행선),09시~18시,5분
1330,2024-04-13,1호선 (하행선),18시~막차,10분
1331,2024-04-13,2호선 (외선),18시~막차,10분
1332,2024-04-13,2호선 (내선),18시~막차,5분
1333,2024-04-13,2호선 (외선),09시~18시,15분
1334,2024-04-13,2호선 (내선),09시~18시,10분
1335,2024-04-15,3호선 (상행선),첫차~09시,10분
1336,2024-04-15,4호선 (하행선),첫차~09시,10분
1337,2024-04-15,3호선 (하행선),첫차~09시,10분
1338,2024-04-15,4호선 (상행선),첫차~09시,10분
1339,2024-04-15,2호선 (내선),첫차~09시,5분
1340,2024-04-15,2호선 (외선),첫차~09시,15분
1341,2024-04-15,1호선 (하행선),첫차~09시,15분
1342,2024-04-15,1호선 (상행선),첫차~09시,20분
1343,2024-04-15,5호선 (마천행),09시~18시,5분
1344,2024-04-11,3호선 (하행선),09시~18시,10분
1345,2024-04-15,1호선 (상행선),09시~18시,25분
1346,2024-04-15,1호선 (하행선),09시~18시,25분
1347,2024-04-16,3호선 (상행선),첫차~09시,5분
1348,2024-04-16,4호선 (하행선),첫차~09시,15분
1349,2024-04-16,4호선 (상행선),첫차~09시,10분
1350,2024-04-16,3호선 (하행선),첫차~09시,10분
1351,2024-04-16,2호선 (외선),첫차~09시,10분
1352,2024-04-16,2호선 (내선),첫차~09시,10분
1353,2024-04-16,2호선 (외선),09시~18시,5분
1354,2024-04-16,2호선 (내선),09시~18시,5분
1355,2024-04-16,1호선 (하행선),09시~18시,5분
1356,2024-04-16,1호선 (상행선),09시~18시,5분
1357,2024-04-17,2호선 (외선),첫차~09시,5분
1358,2024-04-17,1호선 (하행선),첫차~09시,10분
1359,2024-04-17,1호선 (상행선),첫차~09시,10분
1360,2024-04-17,3호선 (하행선),첫차~09시,10분
1361,2024-04-17,3호선 (상행선),첫차~09시,5분
1362,2024-04-17,4호선 (하행선),첫차~09시,15분
1363,2024-04-17,4호선 (상행선),첫차~09시,10분
1364,2024-04-17,1호선 (상행선),09시~18시,10분
1365,2024-04-17,2호선 (외선),09시~18시,10분
1366,2024-04-17,2호선 (내선),09시~18시,5분
1367,2024-04-17,1호선 (하행선),09시~18시,5분
1368,2024-04-17,1호선 (상행선),18시~막차,25분
1369,2024-04-17,2호선 (외선),18시~막차,10분
1370,2024-04-17,2호선 (내선),18시~막차,5분
1371,2024-04-17,1호선 (하행선),18시~막차,10분
1372,2024-04-17,7호선 (장암행),09시~18시,5분
1373,2024-04-18,2호선 (내선),첫차~09시,5분
1374,2024-04-18,1호선 (하행선),첫차~09시,5분
1375,2024-04-18,1호선 (상행선),첫차~09시,5분
1376,2024-04-18,2호선 (외선),첫차~09시,5분
1377,2024-04-18,3호선 (상행선),첫차~09시,15분
1378,2024-04-18,4호선 (하행선),첫차~09시,10분
1379,2024-04-18,4호선 (상행선),첫차~09시,10분
1380,2024-04-18,3호선 (하행선),첫차~09시,10분
1381,2024-04-18,1호선 (하행선),09시~18시,5분
1382,2024-04-18,1호선 (상행선),09시~18시,5분
1383,2024-04-18,2호선 (외선),09시~18시,5분
1384,2024-04-18,2호선 (내선),09시~18시,5분
1385,2024-04-19,8호선 (모란행),첫차~09시,10분
1386,2024-04-19,3호선 (상행선),첫차~09시,10분
1387,2024-04-19,3호선 (하행선),첫차~09시,10분
1388,2024-04-19,4호선 (상행선),첫차~09시,10분
1389,2024-04-19,4호선 (하행선),첫차~09시,10분
1390,2024-04-19,2호선 (외선),첫차~09시,5분
1391,2024-04-19,2호선 (내선),첫차~09시,5분
1392,2024-04-19,1호선 (하행선),첫차~09시,10분
1393,2024-04-19,1호선 (상행선),첫차~09시,10분
1394,2024-04-19,5호선 (방화행),첫차~09시,5분
1395,2024-04-19,5호선 (상일동행),09시~18시,10분
1396,2024-04-19,5호선 (방화행),09시~18시,5분
1397,2024-04-19,5호선 (마천행),첫차~09시,5분
1398,2024-04-19,5호선 (상일동행),첫차~09시,5분
1399,2024-04-19,5호선 (마천행),09시~18시,10분
1400,2024-04-19,8호선 (암사행),첫차~09시,5분
1401,2024-04-19,8호선 (암사행),09시~18시,5분
1402,2024-04-19,8호선 (모란행),09시~18시,5분
1403,2024-04-21,1호선 (하행선),09시~18시,25분
1404,2024-04-21,1호선 (상행선),09시~18시,30분 이상
1405,2024-04-21,2호선 (외선),09시~18시,5분
1406,2024-04-21,2호선 (내선),09시~18시,5분
1407,2024-04-21,1호선 (하행선),18시~막차,15분
1408,2024-04-21,1호선 (상행선),18시~막차,15분
1409,2024-04-22,3호선 (하행선),첫차~09시,10분
1410,2024-04-22,3호선 (상행선),첫차~09시,5분
1411,2024-04-22,4호선 (하행선),첫차~09시,10분
1412,2024-04-22,4호선 (상행선),첫차~09시,10분
1413,2024-04-22,5호선 (마천행),첫차~09시,5분
1414,2024-04-22,7호선 (장암행),09시~18시,15분
1415,2024-04-22,1호선 (하행선),09시~18시,5분
1416,2024-04-22,1호선 (상행선),09시~18시,5분
1417,2024-04-23,4호선 (하행선),첫차~09시,15분
1418,2024-04-23,3호선 (상행선),첫차~09시,10분
1419,2024-04-23,3호선 (하행선),첫차~09시,10분
1420,2024-04-23,4호선 (상행선),첫차~09시,30분 이상
1421,2024-04-23,5호선 (방화행),09시~18시,5분
1422,2024-04-24,2호선 (외선),첫차~09시,5분
1423,2024-04-24,1호선 (하행선),첫차~09시,10분
1424,2024-04-24,1호선 (상행선),첫차~09시,15분
1425,2024-04-24,2호선 (내선),첫차~09시,5분
1426,2024-04-24,4호선 (하행선),첫차~09시,10분
1427,2024-04-24,4호선 (상행선),첫차~09시,15분
1428,2024-04-24,3호선 (하행선),첫차~09시,5분
1429,2024-04-24,3호선 (상행선),첫차~09시,5분
1430,2024-04-25,3호선 (하행선),첫차~09시,10분
1431,2024-04-25,3호선 (상행선),첫차~09시,10분
1432,2024-04-25,4호선 (하행선),첫차~09시,10분
1433,2024-04-25,4호선 (상행선),첫차~09시,10분
1434,2024-04-24,2호선 (외선),09시~18시,15분
1435,2024-04-25,2호선 (외선),09시~18시,10분
1436,2024-04-25,2호선 (내선),09시~18시,10분
1437,2024-04-25,1호선 (하행선),09시~18시,5분
1438,2024-04-25,1호선 (상행선),09시~18시,5분
1439,2024-04-25,1호선 (상행선),18시~막차,10분
1440,2024-04-25,2호선 (외선),18시~막차,5분
1441,2024-04-25,2호선 (내선),18시~막차,15분
1442,2024-04-25,1호선 (하행선),18시~막차,15분
1443,2024-04-26,3호선 (하행선),첫차~09시,10분
1444,2024-04-26,3호선 (상행선),첫차~09시,5분
1445,2024-04-26,4호선 (하행선),첫차~09시,15분
1446,2024-04-26,4호선 (상행선),첫차~09시,10분
1447,2024-04-26,2호선 (외선),첫차~09시,5분
1448,2024-04-26,2호선 (내선),첫차~09시,5분
1449,2024-04-28,4호선 (하행선),첫차~09시,30분 이상
1450,2024-04-28,4호선 (상행선),첫차~09시,15분
1451,2024-04-29,1호선 (상행선),첫차~09시,5분
1452,2024-04-29,1호선 (하행선),첫차~09시,5분
1453,2024-04-29,4호선 (하행선),첫차~09시,15분
1454,2024-04-29,4호선 (상행선),첫차~09시,10분
1455,2024-04-29,3호선 (하행선),첫차~09시,5분
1456,2024-04-29,3호선 (상행선),첫차~09시,5분
1457,2024-04-28,2호선 (내선),09시~18시,5분
1458,2024-04-30,4호선 (하행선),첫차~09시,10분
1459,2024-04-30,4호선 (상행선),첫차~09시,10분
1460,2024-04-30,3호선 (하행선),첫차~09시,15분
1461,2024-04-30,3호선 (상행선),첫차~09시,10분
1462,2024-04-30,2호선 (외선),18시~막차,30분 이상
1463,2024-04-30,2호선 (내선),18시~막차,30분 이상
1464,2024-04-30,1호선 (하행선),18시~막차,10분
1465,2024-04-30,1호선 (상행선),18시~막차,10분
1466,2024-05-02,3호선 (하행선),첫차~09시,5분
1467,2024-05-02,3호선 (상행선),첫차~09시,5분
1468,2024-05-02,4호선 (하행선),첫차~09시,10분
1469,2024-05-02,4호선 (상행선),첫차~09시,10분
1470,2024-05-02,2호선 (내선),18시~막차,5분
1471,2024-05-03,6호선 (응암순환행),첫차~09시,10분
1472,2024-05-03,1호선 (하행선),첫차~09시,5분
1473,2024-05-03,1호선 (상행선),첫차~09시,5분
1474,2024-05-03,3호선 (하행선),첫차~09시,10분
1475,2024-05-03,3호선 (상행선),첫차~09시,10분
1476,2024-05-03,4호선 (하행선),첫차~09시,10분
1477,2024-05-03,4호선 (상행선),첫차~09시,10분
1478,2024-05-03,2호선 (외선),09시~18시,10분
1479,2024-05-03,2호선 (내선),09시~18시,15분
1480,2024-05-03,1호선 (하행선),09시~18시,15분
1481,2024-05-03,1호선 (상행선),09시~18시,15분
1482,2024-05-04,7호선 (부천구청행),첫차~09시,5분
1483,2024-05-04,7호선 (온수행),첫차~09시,5분
1484,2024-05-04,7호선 (장암행),첫차~09시,5분
1485,2024-05-04,1호선 (상행선),18시~막차,20분
1486,2024-05-04,2호선 (외선),18시~막차,10분
1487,2024-05-04,2호선 (내선),18시~막차,20분
1488,2024-05-04,1호선 (하행선),18시~막차,10분
1489,2024-05-06,4호선 (상행선),첫차~09시,10분
1490,2024-05-06,3호선 (하행선),첫차~09시,5분
1491,2024-05-06,3호선 (상행선),첫차~09시,5분
1492,2024-05-06,4호선 (하행선),첫차~09시,5분
1493,2024-05-07,1호선 (하행선),첫차~09시,5분
1494,2024-05-07,2호선 (외선),첫차~09시,5분
1495,2024-05-07,1호선 (상행선),첫차~09시,10분
1496,2024-05-07,4호선 (하행선),첫차~09시,10분
1497,2024-05-07,4호선 (상행선),첫차~09시,10분
1498,2024-05-07,3호선 (하행선),첫차~09시,10분
1499,2024-05-07,3호선 (상행선),첫차~09시,10분
1500,2024-05-07,7호선 (부천구청행),첫차~09시,10분
1501,2024-05-07,7호선 (온수행),첫차~09시,10분
1502,2024-05-07,7호선 (부천구청행),09시~18시,10분
1503,2024-05-07,7호선 (온수행),09시~18시,10분
1504,2024-05-07,1호선 (하행선),09시~18시,10분
1505,2024-05-07,1호선 (상행선),09시~18시,10분
1506,2024-05-07,2호선 (외선),09시~18시,5분
1507,2024-05-07,2호선 (내선),09시~18시,10분
1508,2024-05-08,1호선 (상행선),첫차~09시,20분
1509,2024-05-08,1호선 (하행선),첫차~09시,5분
1510,2024-05-08,2호선 (외선),첫차~09시,5분
1511,2024-05-08,4호선 (하행선),첫차~09시,10분
1512,2024-05-08,4호선 (상행선),첫차~09시,5분
1513,2024-05-08,3호선 (하행선),첫차~09시,10분
1514,2024-05-08,3호선 (상행선),첫차~09시,5분
1515,2024-05-08,1호선 (하행선),09시~18시,5분
1516,2024-05-08,1호선 (상행선),09시~18시,5분
1517,2024-05-08,2호선 (외선),09시~18시,5분
1518,2024-05-08,2호선 (내선),09시~18시,5분
1519,2024-05-09,1호선 (상행선),첫차~09시,15분
1520,2024-05-09,2호선 (외선),첫차~09시,5분
1521,2024-05-09,2호선 (내선),첫차~09시,5분
1522,2024-05-09,1호선 (하행선),첫차~09시,15분
1523,2024-05-09,4호선 (하행선),첫차~09시,10분
1524,2024-05-09,3호선 (상행선),첫차~09시,5분
1525,2024-05-09,3호선 (하행선),첫차~09시,10분
1526,2024-05-09,4호선 (상행선),첫차~09시,20분
1527,2024-05-10,7호선 (부천구청행),첫차~09시,10분
1528,2024-05-10,7호선 (온수행),첫차~09시,10분
1529,2024-05-10,7호선 (장암행),첫차~09시,10분
1530,2024-05-10,3호선 (상행선),첫차~09시,10분
1531,2024-05-10,4호선 (하행선),첫차~09시,10분
1532,2024-05-10,4호선 (상행선),첫차~09시,10분
1533,2024-05-10,3호선 (하행선),첫차~09시,5분
1534,2024-05-10,2호선 (외선),18시~막차,5분
1535,2024-05-10,2호선 (내선),18시~막차,5분
1536,2024-05-11,1호선 (하행선),09시~18시,10분
1537,2024-05-11,1호선 (상행선),09시~18시,10분
1538,2024-05-11,2호선 (외선),09시~18시,10분
1539,2024-05-11,2호선 (내선),09시~18시,15분
1540,2024-05-11,1호선 (하행선),18시~막차,10분
1541,2024-05-11,1호선 (상행선),18시~막차,10분
1542,2024-05-11,2호선 (외선),18시~막차,10분
1543,2024-05-11,2호선 (내선),18시~막차,10분
1544,2024-05-13,7호선 (부천구청행),첫차~09시,10분
1545,2024-05-13,7호선 (부천구청행),09시~18시,15분
1546,2024-05-14,4호선 (하행선),첫차~09시,15분
1547,2024-05-14,4호선 (상행선),첫차~09시,10분
1548,2024-05-14,3호선 (하행선),첫차~09시,10분
1549,2024-05-14,3호선 (상행선),첫차~09시,5분
1550,2024-05-13,3호선 (상행선),첫차~09시,5분
1551,2024-05-13,3호선 (하행선),첫차~09시,10분
1552,2024-05-13,4호선 (상행선),첫차~09시,10분
1553,2024-05-13,4호선 (하행선),첫차~09시,10분
1554,2024-05-14,2호선 (내선),18시~막차,15분
1555,2024-05-15,1호선 (하행선),18시~막차,10분
1556,2024-05-15,1호선 (상행선),18시~막차,10분
1557,2024-05-15,2호선 (내선),18시~막차,5분
1558,2024-05-16,1호선 (상행선),첫차~09시,5분
1559,2024-05-16,1호선 (하행선),첫차~09시,10분
1560,2024-05-17,4호선 (상행선),첫차~09시,10분
1561,2024-05-17,4호선 (하행선),첫차~09시,10분
1562,2024-05-17,3호선 (상행선),첫차~09시,10분
1563,2024-05-17,3호선 (하행선),첫차~09시,10분
1564,2024-05-17,1호선 (하행선),첫차~09시,5분
1565,2024-05-17,1호선 (상행선),첫차~09시,5분
1566,2024-05-17,2호선 (외선),첫차~09시,5분
1567,2024-05-17,5호선 (마천행),09시~18시,5분
1568,2024-05-18,1호선 (상행선),09시~18시,5분
1569,2024-05-18,2호선 (외선),09시~18시,10분
1570,2024-05-18,2호선 (내선),09시~18시,10분
1571,2024-05-18,1호선 (하행선),09시~18시,5분
1572,2024-05-18,2호선 (내선),18시~막차,10분
1573,2024-05-19,1호선 (상행선),09시~18시,10분
1574,2024-05-19,1호선 (하행선),09시~18시,10분
1575,2024-05-20,1호선 (하행선),첫차~09시,5분
1576,2024-05-20,1호선 (상행선),첫차~09시,10분
1577,2024-05-20,2호선 (외선),첫차~09시,5분
1578,2024-05-17,3호선 (하행선),09시~18시,10분
1579,2024-05-17,3호선 (상행선),09시~18시,10분
1580,2024-05-01,7호선 (부천구청행),09시~18시,10분
1581,2024-05-21,4호선 (하행선),첫차~09시,30분 이상
1582,2024-05-21,3호선 (하행선),첫차~09시,10분
1583,2024-05-21,4호선 (상행선),첫차~09시,10분
1584,2024-05-21,3호선 (상행선),첫차~09시,10분
1585,2024-05-21,4호선 (상행선),09시~18시,20분
1586,2024-05-21,4호선 (하행선),09시~18시,20분
1587,2024-05-23,3호선 (하행선),첫차~09시,10분
1588,2024-05-23,3호선 (상행선),첫차~09시,5분
1589,2024-05-23,4호선 (하행선),첫차~09시,10분
1590,2024-05-23,4호선 (상행선),첫차~09시,10분
1591,2024-05-23,1호선 (하행선),09시~18시,15분
1592,2024-05-23,1호선 (상행선),09시~18시,15분
1593,2024-05-24,3호선 (하행선),첫차~09시,10분
1594,2024-05-24,3호선 (상행선),첫차~09시,5분
1595,2024-05-24,4호선 (하행선),첫차~09시,10분
1596,2024-05-24,4호선 (상행선),첫차~09시,10분
1597,2024-05-24,7호선 (부천구청행),첫차~09시,10분
1598,2024-05-24,7호선 (온수행),첫차~09시,10분
1599,2024-05-24,7호선 (장암행),첫차~09시,10분
1600,2024-05-24,5호선 (상일동행),18시~막차,5분
1601,2024-05-24,2호선 (내선),18시~막차,10분
1602,2024-05-24,1호선 (하행선),18시~막차,10분
1603,2024-05-24,1호선 (상행선),18시~막차,10분
1604,2024-05-24,2호선 (외선),18시~막차,15분
1605,2024-05-25,4호선 (하행선),첫차~09시,5분
1606,2024-05-25,3호선 (상행선),첫차~09시,5분
1607,2024-05-25,3호선 (하행선),첫차~09시,5분
1608,2024-05-25,4호선 (상행선),첫차~09시,5분
1609,2024-05-27,7호선 (장암행),첫차~09시,10분
1610,2024-05-27,1호선 (하행선),첫차~09시,5분
1611,2024-05-27,1호선 (상행선),첫차~09시,5분
1612,2024-05-27,3호선 (상행선),첫차~09시,5분
1613,2024-05-27,4호선 (하행선),첫차~09시,15분
1614,2024-05-27,4호선 (상행선),첫차~09시,10분
1615,2024-05-27,3호선 (하행선),첫차~09시,10분
1616,2024-05-27,5호선 (방화행),09시~18시,5분
1617,2024-05-27,5호선 (방화행),첫차~09시,5분
1618,2024-05-27,1호선 (상행선),18시~막차,15분
1619,2024-05-27,2호선 (외선),18시~막차,5분
1620,2024-05-27,2호선 (내선),18시~막차,5분
1621,2024-05-27,1호선 (하행선),18시~막차,10분
1622,2024-05-28,8호선 (모란행),첫차~09시,10분
1623,2024-05-28,8호선 (암사행),첫차~09시,10분
1624,2024-05-29,2호선 (외선),첫차~09시,5분
1625,2024-05-29,2호선 (내선),09시~18시,5분
1626,2024-05-29,1호선 (하행선),첫차~09시,5분
1627,2024-05-29,1호선 (상행선),첫차~09시,10분
1628,2024-05-29,3호선 (상행선),첫차~09시,5분
1629,2024-05-29,3호선 (하행선),첫차~09시,10분
